estado,hay_evidencia,subcoleccion,vegetacion_tipo,distancia_centro,nombre_anp_str,lat_seg_sitmuest,perturbado,lon_seg_sitmuest,uso_suelo_tipo,empty,lat_min_cam,azimut,predio,condiciones_ambientales,lon_seg_cam,id,altitud_cam,comentario_cam,gps_error_sitmuest,fecha_inclusion,tenencia,lat_grado_cam,nombre_congl,municipio,labeled,fecha_visita,nombre_comun,estado_str,sensibilidad,lon_grado_cam,altitud_sitmuest,lat_seg_cam,lon_min_sitmuest,municipio_str,lat_min_sitmuest,resolucion,ruta,monitoreo_tipo,institucion,id_congl,lon_grado_sitmuest,elipsoide_cam,elipsoide_sitmuest,compania,gps_error_cam,fecha_foto,lon_min_cam,coord_latitud,nombre_camara,lat_grado_sitmuest,id_07,id_original,sitio_numero,nombre_cientifico,existe,comentario_congl,nombre_anp,coord_longitud,tipo_congl
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-279,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_26.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T07:45:38Z,5,19.7359444444444,CONAFOR_2709_05,19,,279,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-281,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_28.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T08:47:21Z,5,19.7359444444444,CONAFOR_2709_05,19,,281,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-276,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_23.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T08:05:03Z,5,19.7359444444444,CONAFOR_2709_05,19,,276,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-282,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_30.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T08:43:32Z,5,19.7359444444444,CONAFOR_2709_05,19,,282,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-270,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_15.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T08:05:05Z,5,19.7359444444444,CONAFOR_2709_05,19,,270,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-287,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_35.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T09:45:42Z,5,19.7359444444444,CONAFOR_2709_05,19,,287,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-290,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_38.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T10:45:14Z,5,19.7359444444444,CONAFOR_2709_05,19,,290,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-266,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_10.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T10:40:12Z,5,19.7359444444444,CONAFOR_2709_05,19,,266,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-289,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_37.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T09:47:38Z,5,19.7359444444444,CONAFOR_2709_05,19,,289,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-272,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_18.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T07:45:39Z,5,19.7359444444444,CONAFOR_2709_05,19,,272,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-263,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_6.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T10:42:27Z,5,19.7359444444444,CONAFOR_2709_05,19,,263,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-264,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_8.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T10:42:25Z,5,19.7359444444444,CONAFOR_2709_05,19,,264,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-261,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_3.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T10:15:08Z,5,19.7359444444444,CONAFOR_2709_05,19,,261,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-269,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_14.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T08:11:52Z,5,19.7359444444444,CONAFOR_2709_05,19,,269,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-271,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_17.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T08:05:02Z,5,19.7359444444444,CONAFOR_2709_05,19,,271,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-262,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_5.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T10:44:15Z,5,19.7359444444444,CONAFOR_2709_05,19,,262,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-277,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_24.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T08:05:02Z,5,19.7359444444444,CONAFOR_2709_05,19,,277,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-267,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_12.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T10:45:16Z,5,19.7359444444444,CONAFOR_2709_05,19,,267,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-274,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_20.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T07:45:36Z,5,19.7359444444444,CONAFOR_2709_05,19,,274,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-280,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_27.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T07:45:36Z,5,19.7359444444444,CONAFOR_2709_05,19,,280,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-273,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_19.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T07:45:38Z,5,19.7359444444444,CONAFOR_2709_05,19,,273,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-283,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_31.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T08:56:17Z,5,19.7359444444444,CONAFOR_2709_05,19,,283,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-285,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_33.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T09:47:35Z,5,19.7359444444444,CONAFOR_2709_05,19,,285,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-288,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_36.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T09:45:41Z,5,19.7359444444444,CONAFOR_2709_05,19,,288,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-284,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_32.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T09:47:36Z,5,19.7359444444444,CONAFOR_2709_05,19,,284,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-291,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_39.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T10:45:13Z,5,19.7359444444444,CONAFOR_2709_05,19,,291,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-265,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_9.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T10:40:14Z,5,19.7359444444444,CONAFOR_2709_05,19,,265,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-286,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_34.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T09:45:44Z,5,19.7359444444444,CONAFOR_2709_05,19,,286,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Jalisco,,especimen,,4.0,,9.39999999983816,,34.5000000011794,,,44,,El Tulilolo,,34.5000000000027,ESP-278,1561.0,Comentario trap_camera: La cámara fue colocada a 120º de azimut con respecto al centro del sitio. Comentario equip_camera Sin observaciones.,3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59000,Tamazula,false,2014-08-19T00:00:00Z,Corvus corax,Jalisco,High,103,1561.0,9.40000000000443,5,Tamazula,44,2MP,59000/2014_08/fotos_videos/59000_S3_FCT_20140820_25.JPG,SAC-MOD,CONAFOR,256,103,WGS84,WGS84,,3.0,2014-08-20T07:45:39Z,5,19.7359444444444,CONAFOR_2709_05,19,,278,Sitio 3,Corvus corax,T,Sin observaciones.,,-103.092916666667,7 Biodiversidad
Michoacán,,especimen,,5.0,,38.2999999999208,,8.40000000119292,,,41,,La Mojonera,,8.3999999999651,ESP-312,2860.0,"Comentario trap_camera: No hubo registro. Comentario equip_camera ",3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59279,Nahuatzen,false,2014-08-11T00:00:00Z,Canis latrans,Michoacán,High,101,2860.0,38.2999999999975,47,Nahuatzen,41,2MP,59279/2014_08/fotos_videos/59279_S3_FCT_20140812_7.JPG,SAC-MOD,CONAFOR,261,101,WGS84,WGS84,,3.0,2014-08-12T14:49:01Z,47,19.6939722222222,CONAFOR_2709_05,19,,312,Sitio 3,Canis latrans,T,"Se tomaron como sitio 1 las coordenadas de CONAFOR ya que en el lugar no se observó evidencia del conglomerado (Estaca, varilla y placas) estas fueron N 19° 41' 39.1"" O -101° 48' 52.9""",,-101.785666666667,7 Biodiversidad
Michoacán,,especimen,,5.0,,38.2999999999208,,8.40000000119292,,,41,,La Mojonera,,8.3999999999651,ESP-309,2860.0,"Comentario trap_camera: No hubo registro. Comentario equip_camera ",3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59279,Nahuatzen,false,2014-08-11T00:00:00Z,Urocyon cinereoargenteus,Michoacán,High,101,2860.0,38.2999999999975,47,Nahuatzen,41,2MP,59279/2014_08/fotos_videos/59279_S3_FCT_20140812_3.JPG,SAC-MOD,CONAFOR,261,101,WGS84,WGS84,,3.0,2014-08-12T14:48:55Z,47,19.6939722222222,CONAFOR_2709_05,19,,309,Sitio 3,Urocyon cinereoargenteus,T,"Se tomaron como sitio 1 las coordenadas de CONAFOR ya que en el lugar no se observó evidencia del conglomerado (Estaca, varilla y placas) estas fueron N 19° 41' 39.1"" O -101° 48' 52.9""",,-101.785666666667,7 Biodiversidad
Michoacán,,especimen,,5.0,,38.2999999999208,,8.40000000119292,,,41,,La Mojonera,,8.3999999999651,ESP-311,2860.0,"Comentario trap_camera: No hubo registro. Comentario equip_camera ",3.0,2017-01-01T00:00:00Z,1 Ejidal,19,59279,Nahuatzen,false,2014-08-11T00:00:00Z,Urocyon cinereoargenteus,Michoacán,High,101,2860.0,38.2999999999975,47,Nahuatzen,41,2MP,59279/2014_08/fotos_videos/59279_S3_FCT_20140812_6.JPG,SAC-MOD,CONAFOR,261,101,WGS84,WGS84,,3.0,2014-08-12T14:48:55Z,47,19.6939722222222,CONAFOR_2709_05,19,,311,Sitio 3,Urocyon cinereoargenteus,T,"Se tomaron como sitio 1 las coordenadas de CONAFOR ya que en el lugar no se observó evidencia del conglomerado (Estaca, varilla y placas) estas fueron N 19° 41' 39.1"" O -101° 48' 52.9""",,-101.785666666667,7 Biodiversidad
Jalisco,,especimen,,3.0,,48.700000000075,,5.59999999918657,,,27,,El Saucito,,5.60000000000511,ESP-320,1706.0,"Comentario trap_camera:  Comentario equip_camera ",3.0,2017-01-01T00:00:00Z,1 Ejidal,19,60509,Tecalitlan,false,2014-08-30T00:00:00Z,Urocyon cinereoargenteus,Jalisco,High,103,1706.0,48.6999999999983,13,Tecalitlan,27,2MP,60509/2014_08/fotos_videos/60509_S3_FCT_20140831_7.JPG,SAC-MOD,CONAFOR,273,103,WGS84,WGS84,,3.0,2014-08-31T00:45:35Z,13,19.4635277777778,CONAFOR_2709_05,19,,320,Sitio 2,Urocyon cinereoargenteus,T,,,-103.218222222222,7 Biodiversidad
Jalisco,,especimen,,3.0,,48.700000000075,,5.59999999918657,,,27,,El Saucito,,5.60000000000511,ESP-319,1706.0,"Comentario trap_camera:  Comentario equip_camera ",3.0,2017-01-01T00:00:00Z,1 Ejidal,19,60509,Tecalitlan,false,2014-08-30T00:00:00Z,Urocyon cinereoargenteus,Jalisco,High,103,1706.0,48.6999999999983,13,Tecalitlan,27,2MP,60509/2014_08/fotos_videos/60509_S3_FCT_20140831_6.JPG,SAC-MOD,CONAFOR,273,103,WGS84,WGS84,,3.0,2014-08-31T00:42:28Z,13,19.4635277777778,CONAFOR_2709_05,19,,319,Sitio 2,Urocyon cinereoargenteus,T,,,-103.218222222222,7 Biodiversidad
Jalisco,,especimen,,3.0,,48.700000000075,,5.59999999918657,,,27,,El Saucito,,5.60000000000511,ESP-321,1706.0,"Comentario trap_camera:  Comentario equip_camera ",3.0,2017-01-01T00:00:00Z,1 Ejidal,19,60509,Tecalitlan,false,2014-08-30T00:00:00Z,Urocyon cinereoargenteus,Jalisco,High,103,1706.0,48.6999999999983,13,Tecalitlan,27,2MP,60509/2014_08/fotos_videos/60509_S3_FCT_20140831_8.JPG,SAC-MOD,CONAFOR,273,103,WGS84,WGS84,,3.0,2014-08-31T00:45:33Z,13,19.4635277777778,CONAFOR_2709_05,19,,321,Sitio 2,Urocyon cinereoargenteus,T,,,-103.218222222222,7 Biodiversidad
