horario,taxa_id,numero_individuos,ftrampa_id,subcoleccion,etiqueta_str,comportamiento,clase,especie,etiqueta,tipo_anotacion,coleccion,genero,rect_y,subespecie,subespecie_str,probabilidad_modelo,id,orden,rect_height,rect_x,rect_width,especie_str,modelo_id,reino,edad,phylum,nivel_anotador,fecha_anotacion,certeza,observaciones,ultima_modificacion,marcas,sexo,familia,calidad,anotador_id
"",36798,1,1b4f346a-5761-41c4-9ee1-c06643bec059,,Mazama temama,moviendose,Mammalia,Mazama temama,Mazama temama,especimen,sipecam,Mazama,0.5006944444444444,,,,90dc1467-8e99-f9e9-7bb2-5a2695563b07,Artiodactyla,0.26111111111111107,0.0,0.11083984375,Mazama temama,,Animalia,adulto,Chordata,usuario,2023-04-25T00:23:33Z,alta,,2023-04-25T00:23:33Z,,hembra,Cervidae,,44
"",36798,1,bd53d5e3-9eef-46e5-a550-662a7dc20bca,,Mazama temama,moviendose,Mammalia,Mazama temama,Mazama temama,especimen,sipecam,Mazama,0.47708333333333336,,,,7c137eb6-0ebe-65fa-a69d-0664434dbdb0,Artiodactyla,0.33194444444444443,0.0,0.19970703125,Mazama temama,,Animalia,adulto,Chordata,usuario,2023-04-25T00:24:03Z,alta,,2023-04-25T00:24:03Z,,hembra,Cervidae,,44
"",36798,1,55d09c70-fef2-4bb6-8b29-a78e8ad69482,,Mazama temama,alimentandose,Mammalia,Mazama temama,Mazama temama,especimen,sipecam,Mazama,0.5333333333333333,,,,5c91f2c1-95de-efae-b131-0de10ef011d8,Artiodactyla,0.2305555555555555,0.005859375,0.17724609375,Mazama temama,,Animalia,joven,Chordata,usuario,2023-04-25T00:24:42Z,alta,,2023-04-25T00:24:42Z,,,Cervidae,,44
"",36798,1,55d09c70-fef2-4bb6-8b29-a78e8ad69482,,Mazama temama,moviendose,Mammalia,Mazama temama,Mazama temama,especimen,sipecam,Mazama,0.6784722222222223,,,,0e2d8d34-c1bd-f865-8b7d-ffd3bf19cce7,Artiodactyla,0.2006944444444444,0.91943359375,0.08056640625,Mazama temama,,Animalia,,Chordata,usuario,2023-04-25T00:25:19Z,alta,,2023-04-25T00:25:19Z,,,Cervidae,,44
"",36798,1,a2f10dfd-3fbc-45d5-8ae4-a29c338e5495,,Mazama temama,alimentandose,Mammalia,Mazama temama,Mazama temama,especimen,sipecam,Mazama,0.5340277777777778,,,,f91963ff-81ec-539b-2fd9-bfab8cafdfdb,Artiodactyla,0.2333333333333334,0.0263671875,0.18798828125,Mazama temama,,Animalia,joven,Chordata,usuario,2023-04-25T00:25:44Z,alta,,2023-04-25T00:25:44Z,,,Cervidae,,44
"",36798,1,7cfe40a8-8d5d-4b3e-bf0b-b0eaed68fa22,,Mazama temama,alimentandose,Mammalia,Mazama temama,Mazama temama,especimen,sipecam,Mazama,0.5319444444444444,,,,8a629683-3fe1-7272-1398-e6f81403fc83,Artiodactyla,0.3222222222222222,0.0107421875,0.17431640625,Mazama temama,,Animalia,joven,Chordata,usuario,2023-04-25T00:26:16Z,alta,,2023-04-25T00:26:16Z,,,Cervidae,,44
"",36798,1,da689030-15c7-4805-aa52-7e8219493416,,Mazama temama,alimentandose,Mammalia,Mazama temama,Mazama temama,especimen,sipecam,Mazama,0.5284722222222222,,,,0daedf24-9b83-f020-ec63-5e467ac1719c,Artiodactyla,0.33611111111111114,0.0,0.15625,Mazama temama,,Animalia,joven,Chordata,usuario,2023-04-25T00:26:53Z,alta,,2023-04-25T00:26:53Z,,,Cervidae,,44
"",36798,1,b489fa5d-5891-40ae-80e4-19facf93f1b2,,Mazama temama,,Mammalia,Mazama temama,Mazama temama,especimen,sipecam,Mazama,0.4826388888888889,,,,4ee1fa5e-a5fd-3726-57f6-0000f89a67a7,Artiodactyla,0.425,0.0,0.134765625,Mazama temama,,Animalia,joven,Chordata,usuario,2023-04-25T00:27:21Z,alta,,2023-04-25T00:27:21Z,,,Cervidae,,44
"",36798,1,d5370b47-9bb5-42be-ae74-b89b36f1c90c,,Mazama temama,parado,Mammalia,Mazama temama,Mazama temama,especimen,sipecam,Mazama,0.4798611111111111,,,,60eda192-b90a-c008-6cf7-93eedbede146,Artiodactyla,0.4305555555555555,0.0,0.1318359375,Mazama temama,,Animalia,joven,Chordata,usuario,2023-04-25T00:28:01Z,alta,,2023-04-25T00:28:01Z,,,Cervidae,,44
"",36798,1,174c56d0-185c-4eac-9a95-80f285c48806,,Mazama temama,parado,Mammalia,Mazama temama,Mazama temama,especimen,sipecam,Mazama,0.5,,,,c01e9663-200f-809e-31c1-bed9994c65de,Artiodactyla,0.4125,0.0,0.12646484375,Mazama temama,,Animalia,joven,Chordata,usuario,2023-04-25T00:28:25Z,alta,,2023-04-25T00:28:25Z,,,Cervidae,,44
"",36798,1,5df5f1dd-c0f1-4d89-9ab6-75ba5fcb1048,,Mazama temama,parado,Mammalia,Mazama temama,Mazama temama,especimen,sipecam,Mazama,0.4951388888888889,,,,99e2bba9-ac1b-c5c1-4e09-bd07e807db71,Artiodactyla,0.4145833333333333,0.0,0.1220703125,Mazama temama,,Animalia,joven,Chordata,usuario,2023-04-25T00:28:53Z,alta,,2023-04-25T00:28:53Z,,,Cervidae,,44
"",34731,1,3c1ac3e6-f453-49c7-b788-4cd8c1fb18eb,,Dicotyles tajacu,moviendose,Mammalia,Dicotyles tajacu,Dicotyles tajacu,especimen,sipecam,Dicotyles,0.53125,,,,b659de26-a917-611c-3380-93d0a983b764,Artiodactyla,0.19861111111111107,0.0,0.09521484375,Dicotyles tajacu,,Animalia,,Chordata,usuario,2023-04-25T00:29:24Z,alta,,2023-04-25T00:29:24Z,,,Tayassuidae,,44
"",34731,1,e6bd1c95-7b06-42e2-a876-4346476a288d,,Dicotyles tajacu,moviendose,Mammalia,Dicotyles tajacu,Dicotyles tajacu,especimen,sipecam,Dicotyles,0.5493055555555556,,,,96c1581f-217f-e5aa-4723-6a40c9b49ade,Artiodactyla,0.2138888888888888,0.0,0.29638671875,Dicotyles tajacu,,Animalia,adulto,Chordata,usuario,2023-04-25T00:29:50Z,alta,,2023-04-25T00:29:50Z,,,Tayassuidae,,44
"",34731,1,a286a0e2-993e-4721-978d-d92e1c47fbc7,,Dicotyles tajacu,moviendose,Mammalia,Dicotyles tajacu,Dicotyles tajacu,especimen,sipecam,Dicotyles,0.5201388888888889,,,,1b79469f-a79f-5bfa-fab7-e57471ba44aa,Artiodactyla,0.21736111111111112,0.0,0.08056640625,Dicotyles tajacu,,Animalia,,Chordata,usuario,2023-04-25T00:30:24Z,alta,,2023-04-25T00:30:24Z,,,Tayassuidae,,44
"",34731,1,040a7514-eb48-4eea-8895-46bcef601b81,,Dicotyles tajacu,moviendose,Mammalia,Dicotyles tajacu,Dicotyles tajacu,especimen,sipecam,Dicotyles,0.5381944444444444,,,,641a0d49-40a1-a054-20db-9aaf060f97a0,Artiodactyla,0.2055555555555556,0.037109375,0.24462890625,Dicotyles tajacu,,Animalia,adulto,Chordata,usuario,2023-04-25T00:30:51Z,alta,,2023-04-25T00:30:51Z,,,Tayassuidae,,44
"",34291,2,7afcfccb-c5c3-4eb2-a8d6-fbac699dd714,,Tamandua mexicana,moviendose,Mammalia,Tamandua mexicana,Tamandua mexicana,especimen,sipecam,Tamandua,0.69375,,,,80024d1e-e159-e6a4-f415-df796a903189,Pilosa,0.2833333333333333,4.8828125E-4,0.48779296875,Tamandua mexicana,,Animalia,,Chordata,usuario,2023-04-25T00:31:44Z,alta,,2023-04-25T00:31:44Z,,,Myrmecophagidae,,44
"",35881,1,66929aea-9d72-47ff-8b39-fa5739409e8f,,Crax rubra,parado,Aves,Crax rubra,Crax rubra,especimen,sipecam,Crax,0.325,,,,76e38f41-c530-8ed1-8824-f840605f101a,Galliformes,0.24861111111111106,0.216796875,0.19580078125,Crax rubra,,Animalia,adulto,Chordata,usuario,2023-04-25T00:32:57Z,alta,,2023-04-25T00:32:57Z,,hembra,Cracidae,,44
"",35881,1,66929aea-9d72-47ff-8b39-fa5739409e8f,,Crax rubra,parado,Aves,Crax rubra,Crax rubra,especimen,sipecam,Crax,0.42777777777777776,,,,db02431e-8395-5e65-084a-6e8c7ed6a4a5,Galliformes,0.17986111111111108,0.42041015625,0.15234375,Crax rubra,,Animalia,joven,Chordata,usuario,2023-04-25T00:33:16Z,alta,,2023-04-25T00:33:16Z,,,Cracidae,,44
"",35881,1,e02dfb61-91e7-4cb6-b55e-d19d881fc5e7,,Crax rubra,parado,Aves,Crax rubra,Crax rubra,especimen,sipecam,Crax,0.2708333333333333,,,,c1920a05-a34e-d910-6f74-058a19171a1b,Galliformes,0.3180555555555556,0.17529296875,0.17529296875,Crax rubra,,Animalia,adulto,Chordata,usuario,2023-04-25T00:33:49Z,alta,,2023-04-25T00:33:49Z,,hembra,Cracidae,,44
"",35881,1,e02dfb61-91e7-4cb6-b55e-d19d881fc5e7,,Crax rubra,parado,Aves,Crax rubra,Crax rubra,especimen,sipecam,Crax,0.4097222222222222,,,,05fcc64b-6126-60b4-52a2-306b6183f9d2,Galliformes,0.1875,0.3193359375,0.12353515625,Crax rubra,,Animalia,joven,Chordata,usuario,2023-04-25T00:34:18Z,alta,,2023-04-25T00:34:18Z,,,Cracidae,,44
"",22655,1,97f80239-da08-458e-ae97-f1b971519d73,,Aves,,Aves,,Aves,especimen,sipecam,,0.5333333333333333,,,,a81c7229-d479-7763-5145-6fc25e7f3b7e,,0.17986111111111114,0.55224609375,0.146484375,,,Animalia,,Chordata,usuario,2023-04-25T00:35:04Z,alta,,2023-04-25T00:35:04Z,,,,,44
"",34488,1,ad95b9c7-b02c-46da-83a5-1f37fbe0f3e4,,Cuniculus paca,parado,Mammalia,Cuniculus paca,Cuniculus paca,especimen,sipecam,Cuniculus,0.5743055555555555,,,,ea41f054-7bd1-1b88-21b9-6ef6e46cc669,Rodentia,0.24097222222222225,0.0,0.3193359375,Cuniculus paca,,Animalia,adulto,Chordata,usuario,2023-04-25T00:35:50Z,alta,,2023-04-25T00:35:50Z,,,Cuniculidae,,44
"",34488,1,2e0290b0-dab1-4fb4-b4f0-a3b46cec4466,,Cuniculus paca,moviendose,Mammalia,Cuniculus paca,Cuniculus paca,especimen,sipecam,Cuniculus,0.5715277777777777,,,,f05bd989-65b8-6448-032f-cb9eaddc5460,Rodentia,0.24791666666666667,0.04296875,0.39453125,Cuniculus paca,,Animalia,adulto,Chordata,usuario,2023-04-25T00:36:42Z,alta,,2023-04-25T00:36:42Z,,,Cuniculidae,,44
"",34488,1,5c6c47ec-17f6-4036-a46b-449971c6a395,,Cuniculus paca,parado,Mammalia,Cuniculus paca,Cuniculus paca,especimen,sipecam,Cuniculus,0.525,,,,6cca815a-103b-8348-b192-1a266f44db6b,Rodentia,0.30347222222222225,0.0732421875,0.36376953125,Cuniculus paca,,Animalia,adulto,Chordata,usuario,2023-04-25T00:37:14Z,alta,,2023-04-25T00:37:14Z,,,Cuniculidae,,44
"",34488,1,1afc12ea-8d7c-4b9a-b719-abd03242b867,,Cuniculus paca,parado,Mammalia,Cuniculus paca,Cuniculus paca,especimen,sipecam,Cuniculus,0.525,,,,e9c18d76-18bc-cad7-3b4f-8ae33ed162d9,Rodentia,0.30347222222222225,0.0732421875,0.36474609375,Cuniculus paca,,Animalia,adulto,Chordata,usuario,2023-04-25T00:37:56Z,alta,,2023-04-25T00:37:56Z,,,Cuniculidae,,44
"",34433,1,1fbbcfd3-eb45-45d6-8133-2c89c9056286,,Dasypus novemcinctus,moviendose,Mammalia,Dasypus novemcinctus,Dasypus novemcinctus,especimen,sipecam,Dasypus,0.4486111111111111,,,,d4739785-ccf6-1be2-d41b-680a862f62a7,Cingulata,0.23680555555555555,0.404296875,0.4208984375,Dasypus novemcinctus,,Animalia,adulto,Chordata,usuario,2023-04-25T00:51:39Z,alta,,2023-04-25T00:51:39Z,,,Dasypodidae,,44
"",34433,1,702457ce-8c98-40f8-8055-dde1b5017557,,Dasypus novemcinctus,moviendose,Mammalia,Dasypus novemcinctus,Dasypus novemcinctus,especimen,sipecam,Dasypus,0.41944444444444445,,,,58b162f4-47c2-58e7-4d84-dc961eec205c,Cingulata,0.23055555555555557,0.25927734375,0.39111328125,Dasypus novemcinctus,,Animalia,adulto,Chordata,usuario,2023-04-25T00:52:10Z,alta,,2023-04-25T00:52:10Z,,,Dasypodidae,,44
"",34433,1,6cf9d791-63bf-4326-a54f-7c76ad0c6683,,Dasypus novemcinctus,moviendose,Mammalia,Dasypus novemcinctus,Dasypus novemcinctus,especimen,sipecam,Dasypus,0.8583333333333333,,,,5be8baad-bc77-7b18-6357-f218c46db508,Cingulata,0.11875000000000002,0.4990234375,0.23974609375,Dasypus novemcinctus,,Animalia,adulto,Chordata,usuario,2023-04-25T00:52:57Z,alta,,2023-04-25T00:52:57Z,,,Dasypodidae,,44
"",34433,1,4a26af1e-3da6-4369-a510-11182dcaf780,,Dasypus novemcinctus,moviendose,Mammalia,Dasypus novemcinctus,Dasypus novemcinctus,especimen,sipecam,Dasypus,0.7951388888888888,,,,41b5c5bb-da5c-c8ba-2060-d51fc3656f5c,Cingulata,0.18194444444444446,0.43798828125,0.1611328125,Dasypus novemcinctus,,Animalia,adulto,Chordata,usuario,2023-04-25T00:53:39Z,alta,,2023-04-25T00:53:39Z,,,Dasypodidae,,44
"",25661,1,55d99e89-ee56-4e60-97a9-132c06a5aa70,,Didelphis,moviendose,Mammalia,,Didelphis,especimen,sipecam,Didelphis,0.4375,,,,1e75ca33-7e45-f2c7-70de-ab338ab77006,Didelphimorphia,0.22499999999999998,0.47216796875,0.38427734375,,,Animalia,adulto,Chordata,usuario,2023-04-25T00:54:39Z,alta,,2023-04-25T00:54:39Z,,hembra,Didelphidae,,44
"",25661,1,5a6e1e6c-351e-4465-9bbc-9ab7b953dcba,,Didelphis,moviendose,Mammalia,,Didelphis,especimen,sipecam,Didelphis,0.40625,,,,4576dd10-b20d-ade2-4fe8-01f907bf5497,Didelphimorphia,0.18541666666666667,0.33642578125,0.2265625,,,Animalia,adulto,Chordata,usuario,2023-04-25T00:55:19Z,alta,,2023-04-25T00:55:19Z,,hembra,Didelphidae,,44
"",36798,1,b0822c9d-a554-477d-9bc2-c36fb055d346,,Mazama temama,moviendose,Mammalia,Mazama temama,Mazama temama,especimen,sipecam,Mazama,0.32708333333333334,,,,989dc5a0-5fb1-39b4-7235-233ddfb616a4,Artiodactyla,0.3465277777777778,0.1376953125,0.45751953125,Mazama temama,,Animalia,adulto,Chordata,usuario,2023-04-25T00:56:10Z,alta,,2023-04-25T00:56:10Z,,,Cervidae,,44
"",36798,1,39998779-c997-4957-86c4-d7effc3e6fa9,,Mazama temama,moviendose,Mammalia,Mazama temama,Mazama temama,especimen,sipecam,Mazama,0.29305555555555557,,,,eb8336e1-cf44-5f90-992f-fa845da43287,Artiodactyla,0.3465277777777777,0.0,0.474609375,Mazama temama,,Animalia,adulto,Chordata,usuario,2023-04-25T00:56:37Z,alta,,2023-04-25T00:56:37Z,,,Cervidae,,44
"",34433,1,e2d2dc22-9ec4-48e0-86c1-b8749a19b33d,,Dasypus novemcinctus,moviendose,Mammalia,Dasypus novemcinctus,Dasypus novemcinctus,especimen,sipecam,Dasypus,0.7993055555555556,,,,910117a2-b6f6-9a28-6ec6-c6b390df142c,Cingulata,0.1777777777777777,0.3505859375,0.1826171875,Dasypus novemcinctus,,Animalia,,Chordata,usuario,2023-04-25T00:57:04Z,alta,,2023-04-25T00:57:04Z,,,Dasypodidae,,44
"",34433,1,b28d3ffe-e133-464c-9c28-a71cbd9cd757,,Dasypus novemcinctus,moviendose,Mammalia,Dasypus novemcinctus,Dasypus novemcinctus,especimen,sipecam,Dasypus,0.83125,,,,dcbf8727-6722-5453-b011-6f5b5fcaa0af,Cingulata,0.14583333333333326,0.45703125,0.19189453125,Dasypus novemcinctus,,Animalia,adulto,Chordata,usuario,2023-04-25T00:57:34Z,alta,,2023-04-25T00:57:34Z,,,Dasypodidae,,44
"",35881,1,d04d5443-044d-43e2-93d7-d66e041e8fee,,Crax rubra,parado,Aves,Crax rubra,Crax rubra,especimen,sipecam,Crax,0.46041666666666664,,,,499c867c-9874-9776-e76f-b967818975ad,Galliformes,0.2013888888888889,0.51123046875,0.29248046875,Crax rubra,,Animalia,adulto,Chordata,usuario,2023-04-25T00:58:14Z,alta,,2023-04-25T00:58:14Z,,macho,Cracidae,,44
"",35881,1,0f49c62d-baef-4501-823a-450c0d64950b,,Crax rubra,moviendose,Aves,Crax rubra,Crax rubra,especimen,sipecam,Crax,0.46805555555555556,,,,9e85ef65-e4e2-e839-3116-95c53d89a039,Galliformes,0.23333333333333328,0.58154296875,0.26220703125,Crax rubra,,Animalia,adulto,Chordata,usuario,2023-04-25T00:58:42Z,alta,,2023-04-25T00:58:42Z,,macho,Cracidae,,44
"",23333,1,ed92b935-8b78-400f-9e68-c082fb664983,,Columbidae,parado,Aves,,Columbidae,especimen,sipecam,,0.5770833333333333,,,,8aa14ede-2d3d-c70e-5f04-a27b4d535f9f,Columbiformes,0.20625000000000004,0.076171875,0.22216796875,,,Animalia,adulto,Chordata,usuario,2023-04-25T00:59:29Z,alta,,2023-04-25T00:59:29Z,,,Columbidae,,44
"",23333,1,addbc273-48b7-4c5e-8691-0409385cbd49,,Columbidae,parado,Aves,,Columbidae,especimen,sipecam,,0.5534722222222223,,,,bf2ddc31-9b38-7418-6103-6a5af9e8733e,Columbiformes,0.2368055555555555,0.16357421875,0.18896484375,,,Animalia,adulto,Chordata,usuario,2023-04-25T00:59:52Z,alta,,2023-04-25T00:59:52Z,,,Columbidae,,44
